time,q_x,q_z,q_pitch,q_lh,q_lk,q_rh,q_rk,v_x,v_z,v_pitch,v_lh,v_lk,v_rh,v_rk,tau_lh,tau_lk,tau_rh,tau_rk
1.6710,0.000110,0.539158,-0.008989,0.677380,-0.946269,0.231282,-0.912673,-0.001509,-0.078244,0.131655,0.281264,-0.778351,0.194869,-0.773010,-1.315864,3.464388,1.264381,3.575480
1.6810,0.000093,0.538314,-0.007633,0.680469,-0.954615,0.233455,-0.920989,-0.001739,-0.089258,0.138529,0.330602,-0.878437,0.235008,-0.877396,-1.324117,3.549366,1.300224,3.640701
1.6910,0.000075,0.537366,-0.006218,0.684021,-0.963887,0.236004,-0.930273,-0.001950,-0.099166,0.143696,0.374644,-0.965268,0.270633,-0.968136,-1.333087,3.637606,1.336486,3.709259
1.7010,0.000054,0.536325,-0.004760,0.687987,-0.973959,0.238888,-0.940393,-0.002140,-0.108023,0.147155,0.413842,-1.039628,0.302189,-1.046102,-1.342634,3.727968,1.372777,3.780395
1.7110,0.000032,0.535201,-0.003278,0.692320,-0.984710,0.242066,-0.951227,-0.002305,-0.115892,0.148954,0.448655,-1.102420,0.330113,-1.112268,-1.352645,3.819447,1.408766,3.853434
1.7210,0.000008,0.534003,-0.001786,0.696980,-0.996029,0.245505,-0.962663,-0.002445,-0.122839,0.149176,0.479525,-1.154611,0.354822,-1.167664,-1.363034,3.911166,1.444171,3.927773
1.7310,-0.000017,0.532740,-0.000300,0.701928,-1.007817,0.249176,-0.974599,-0.002559,-0.128931,0.147934,0.506870,-1.197194,0.376697,-1.213327,-1.373733,4.002370,1.478760,4.002878
1.7410,-0.000043,0.531421,0.001167,0.707132,-1.019982,0.253052,-0.986942,-0.002647,-0.134234,0.145363,0.531071,-1.231155,0.396082,-1.250275,-1.384685,4.092417,1.512346,4.078284
1.7510,-0.000070,0.530053,0.002601,0.712563,-1.032445,0.257109,-0.999611,-0.002711,-0.138815,0.141611,0.552475,-1.257449,0.413277,-1.279483,-1.395849,4.180771,1.544780,4.153583
1.7610,-0.000097,0.528643,0.003991,0.718194,-1.045132,0.261327,-1.012535,-0.002750,-0.142739,0.136835,0.571392,-1.276986,0.428542,-1.301873,-1.407188,4.266994,1.575953,4.228429
1.7710,-0.000125,0.527197,0.005329,0.724001,-1.057981,0.265688,-1.025648,-0.002768,-0.146066,0.131194,0.588093,-1.290619,0.442098,-1.318297,-1.418674,4.350738,1.605787,4.302530
1.7810,-0.000153,0.525720,0.006607,0.729965,-1.070938,0.270177,-1.038897,-0.002765,-0.148857,0.124847,0.602820,-1.299138,0.454134,-1.329543,-1.430284,4.431735,1.634234,4.375643
1.7910,-0.000180,0.524218,0.007818,0.736065,-1.083955,0.274778,-1.052233,-0.002743,-0.151167,0.117946,0.615781,-1.303267,0.464807,-1.336327,-1.441998,4.509792,1.661271,4.447577
1.8010,-0.000208,0.522696,0.008957,0.742287,-1.096993,0.279479,-1.065616,-0.002704,-0.153051,0.110633,0.627159,-1.303664,0.474249,-1.339294,-1.453799,4.584780,1.686898,4.518180
1.8110,-0.000234,0.521157,0.010022,0.748615,-1.110017,0.284268,-1.079010,-0.002651,-0.154557,0.103043,0.637114,-1.300919,0.482572,-1.339026,-1.465673,4.656624,1.711134,4.587345
1.8210,-0.000260,0.519605,0.011010,0.755034,-1.122999,0.289134,-1.092385,-0.002584,-0.155733,0.095298,0.645785,-1.295563,0.489868,-1.336039,-1.477607,4.725301,1.734015,4.654995
1.8310,-0.000286,0.518042,0.011920,0.761534,-1.135915,0.294069,-1.105719,-0.002506,-0.156621,0.087505,0.653296,-1.288065,0.496218,-1.330793,-1.489589,4.790828,1.755589,4.721090
1.8410,-0.000310,0.516472,0.012752,0.768104,-1.148746,0.299062,-1.118989,-0.002419,-0.157259,0.079761,0.659755,-1.278840,0.501689,-1.323692,-1.501610,4.853256,1.775915,4.785613
1.8510,-0.000334,0.514897,0.013508,0.774732,-1.161477,0.304105,-1.132180,-0.002324,-0.157685,0.072149,0.665259,-1.268251,0.506342,-1.315091,-1.513660,4.912666,1.795059,4.848573
1.8610,-0.000357,0.513319,0.014189,0.781411,-1.174096,0.309190,-1.145278,-0.002223,-0.157931,0.064739,0.669894,-1.256614,0.510230,-1.305299,-1.525731,4.969159,1.813095,4.909996
1.8710,-0.000378,0.511739,0.014796,0.788132,-1.186595,0.314311,-1.158272,-0.002117,-0.158026,0.057588,0.673740,-1.244202,0.513402,-1.294584,-1.537817,5.022855,1.830100,4.969928
1.8810,-0.000399,0.510159,0.015334,0.794887,-1.198966,0.319459,-1.171156,-0.002008,-0.157997,0.050744,0.676867,-1.231249,0.515903,-1.283177,-1.549912,5.073887,1.846151,5.028424
1.8910,-0.000418,0.508579,0.015806,0.801670,-1.211205,0.324629,-1.183922,-0.001897,-0.157867,0.044243,0.679342,-1.217954,0.517775,-1.271277,-1.562009,5.122395,1.861330,5.085550
1.9010,-0.000437,0.507002,0.016214,0.808474,-1.223311,0.329814,-1.196568,-0.001785,-0.157656,0.038112,0.681224,-1.204485,0.519057,-1.259052,-1.574105,5.168525,1.875715,5.141379
1.9110,-0.000454,0.505427,0.016563,0.815294,-1.235281,0.335009,-1.209091,-0.001672,-0.157384,0.032369,0.682569,-1.190982,0.519789,-1.246644,-1.586196,5.212425,1.889384,5.195987
1.9210,-0.000470,0.503855,0.016857,0.822125,-1.247117,0.340209,-1.221488,-0.001561,-0.157065,0.027024,0.683428,-1.177560,0.520007,-1.234172,-1.598280,5.254242,1.902412,5.249456
1.9310,-0.000485,0.502286,0.017100,0.828962,-1.258820,0.345408,-1.233762,-0.001450,-0.156713,0.022082,0.683851,-1.164313,0.519748,-1.221735,-1.610354,5.294122,1.914871,5.301864
1.9410,-0.000499,0.500721,0.017296,0.835801,-1.270391,0.350602,-1.245911,-0.001342,-0.156340,0.017541,0.683882,-1.151316,0.519047,-1.209413,-1.622417,5.332204,1.926830,5.353292
1.9510,-0.000512,0.499160,0.017448,0.842638,-1.281834,0.355786,-1.257938,-0.001236,-0.155956,0.013394,0.683564,-1.138626,0.517938,-1.197269,-1.634469,5.368623,1.938352,5.403815
1.9610,-0.000524,0.497602,0.017561,0.849471,-1.293153,0.360958,-1.269845,-0.001133,-0.155569,0.009631,0.682934,-1.126288,0.516453,-1.185356,-1.646509,5.403508,1.949499,5.453508
1.9710,-0.000534,0.496049,0.017638,0.856295,-1.304349,0.366112,-1.281635,-0.001033,-0.155185,0.006238,0.682030,-1.114333,0.514626,-1.173712,-1.658538,5.436978,1.960325,5.502442
1.9810,-0.000544,0.494499,0.017683,0.863109,-1.315429,0.371247,-1.293309,-0.000937,-0.154809,0.003200,0.680884,-1.102781,0.512487,-1.162366,-1.670556,5.469148,1.970881,5.550680
1.9910,-0.000553,0.492953,0.017700,0.869911,-1.326395,0.376359,-1.304872,-0.000844,-0.154447,0.000497,0.679530,-1.091646,0.510065,-1.151338,-1.682566,5.500120,1.981215,5.598285
2.0010,-0.000561,0.491410,0.017692,0.876698,-1.337252,0.381445,-1.316326,-0.000756,-0.154101,-0.001889,0.677995,-1.080932,0.507390,-1.140642,-1.694567,5.529993,1.991368,5.645311
2.0110,-0.000568,0.489871,0.017661,0.883469,-1.348005,0.386503,-1.327675,-0.000672,-0.153774,-0.003979,0.676306,-1.070638,0.504488,-1.130285,-1.706562,5.558853,2.001379,5.691809
2.0210,-0.000574,0.488335,0.017611,0.890222,-1.358656,0.391531,-1.338923,-0.000592,-0.153466,-0.005795,0.674488,-1.060757,0.501385,-1.120268,-1.718553,5.586781,2.011282,5.737824
2.0310,-0.000580,0.486802,0.017545,0.896956,-1.369211,0.396527,-1.350072,-0.000516,-0.153180,-0.007356,0.672564,-1.051281,0.498106,-1.110589,-1.730542,5.613849,2.021105,5.783397
2.0410,-0.000585,0.485272,0.017464,0.903671,-1.379674,0.401489,-1.361126,-0.000444,-0.152915,-0.008684,0.670553,-1.042196,0.494673,-1.101243,-1.742531,5.640123,2.030877,5.828563
2.0510,-0.000589,0.483744,0.017370,0.910365,-1.390048,0.406417,-1.372089,-0.000377,-0.152672,-0.009799,0.668475,-1.033487,0.491107,-1.092221,-1.754521,5.665660,2.040620,5.873353
2.0610,-0.000592,0.482218,0.017267,0.917038,-1.400336,0.411308,-1.382963,-0.000313,-0.152450,-0.010722,0.666346,-1.025137,0.487429,-1.083514,-1.766516,5.690512,2.050354,5.917793
2.0710,-0.000595,0.480695,0.017156,0.923690,-1.410543,0.416161,-1.393751,-0.000254,-0.152249,-0.011471,0.664182,-1.017128,0.483656,-1.075110,-1.778516,5.714723,2.060097,5.961907
2.0810,-0.000597,0.479173,0.017038,0.930319,-1.420672,0.420977,-1.404458,-0.000198,-0.152067,-0.012064,0.661997,-1.009441,0.479805,-1.066996,-1.790524,5.738333,2.069862,6.005713
2.0910,-0.000599,0.477654,0.016914,0.936927,-1.430726,0.425753,-1.415084,-0.000147,-0.151903,-0.012518,0.659802,-1.002058,0.475893,-1.059159,-1.802542,5.761377,2.079661,6.049228
2.1010,-0.000600,0.476135,0.016787,0.943513,-1.440707,0.430490,-1.425634,-0.000099,-0.151757,-0.012850,0.657608,-0.994960,0.471932,-1.051585,-1.814571,5.783885,2.089506,6.092463
2.1110,-0.000601,0.474619,0.016657,0.950077,-1.450619,0.435188,-1.436109,-0.000054,-0.151627,-0.013074,0.655426,-0.988129,0.467936,-1.044262,-1.826613,5.805882,2.099403,6.135430
2.1210,-0.000601,0.473103,0.016526,0.956620,-1.460464,0.439845,-1.446513,-0.000013,-0.151512,-0.013204,0.653263,-0.981546,0.463917,-1.037174,-1.838669,5.827389,2.109360,6.178136
2.1310,-0.000601,0.471588,0.016394,0.963141,-1.470244,0.444462,-1.456847,0.000025,-0.151411,-0.013253,0.651127,-0.975195,0.459884,-1.030310,-1.850741,5.848425,2.119382,6.220587
2.1410,-0.000601,0.470075,0.016261,0.969640,-1.479962,0.449039,-1.467113,0.000060,-0.151322,-0.013233,0.649025,-0.969059,0.455846,-1.023656,-1.862830,5.869006,2.129471,6.262788
2.1510,-0.000600,0.468562,0.016129,0.976119,-1.489620,0.453575,-1.477314,0.000092,-0.151244,-0.013153,0.646962,-0.963122,0.451813,-1.017199,-1.874936,5.889144,2.139632,6.304742
2.1610,-0.000599,0.467050,0.015998,0.982578,-1.499219,0.458071,-1.487451,0.000121,-0.151176,-0.013024,0.644942,-0.957371,0.447790,-1.010929,-1.887062,5.908849,2.149865,6.346449
2.1710,-0.000597,0.465539,0.015869,0.989016,-1.508762,0.462527,-1.497527,0.000147,-0.151117,-0.012855,0.642970,-0.951792,0.443784,-1.004834,-1.899207,5.928130,2.160171,6.387912
2.1810,-0.000596,0.464028,0.015741,0.995435,-1.518250,0.466943,-1.507542,0.000171,-0.151066,-0.012652,0.641050,-0.946372,0.439801,-0.998904,-1.911372,5.946995,2.170551,6.429129
2.1910,-0.000594,0.462517,0.015616,1.001835,-1.527685,0.471319,-1.517500,0.000193,-0.151021,-0.012422,0.639183,-0.941100,0.435845,-0.993129,-1.923558,5.965447,2.181004,6.470101
2.2010,-0.000592,0.461007,0.015493,1.008217,-1.537067,0.475656,-1.527400,0.000213,-0.150983,-0.012172,0.637372,-0.935965,0.431919,-0.987500,-1.935765,5.983492,2.191529,6.510826
2.2110,-0.000590,0.459498,0.015373,1.014581,-1.546399,0.479954,-1.537244,0.000230,-0.150949,-0.011907,0.635620,-0.930956,0.428027,-0.982009,-1.947994,6.001133,2.202126,6.551303
2.2210,-0.000587,0.457988,0.015256,1.020928,-1.555682,0.484213,-1.547035,0.000246,-0.150920,-0.011631,0.633927,-0.926067,0.424172,-0.976648,-1.960245,6.018372,2.212792,6.591531
2.2310,-0.000585,0.456479,0.015141,1.027258,-1.564916,0.488433,-1.556773,0.000260,-0.150895,-0.011348,0.632294,-0.921288,0.420355,-0.971409,-1.972518,6.035210,2.223526,6.631508
2.2410,-0.000582,0.454970,0.015029,1.033573,-1.574103,0.492616,-1.566458,0.000272,-0.150873,-0.011062,0.630723,-0.916611,0.416578,-0.966288,-1.984813,6.051650,2.234327,6.671233
2.2510,-0.000579,0.453462,0.014920,1.039871,-1.583244,0.496761,-1.576094,0.000283,-0.150853,-0.010775,0.629213,-0.912032,0.412842,-0.961277,-1.997130,6.067691,2.245192,6.710703
2.2610,-0.000577,0.451953,0.014814,1.046156,-1.592340,0.500869,-1.585679,0.000292,-0.150835,-0.010490,0.627765,-0.907543,0.409148,-0.956371,-2.009469,6.083335,2.256119,6.749919
2.2710,-0.000574,0.450445,0.014710,1.052426,-1.601391,0.504941,-1.595216,0.000300,-0.150819,-0.010208,0.626380,-0.903139,0.405496,-0.951565,-2.021831,6.098581,2.267107,6.788878
2.2810,-0.000571,0.448937,0.014610,1.058682,-1.610398,0.508976,-1.604706,0.000307,-0.150804,-0.009932,0.625056,-0.898816,0.401886,-0.946855,-2.034214,6.113430,2.278152,6.827579
2.2910,-0.000567,0.447429,0.014512,1.064926,-1.619363,0.512975,-1.614149,0.000313,-0.150791,-0.009662,0.623794,-0.894570,0.398318,-0.942236,-2.046620,6.127881,2.289254,6.866023
2.3010,-0.000564,0.445921,0.014417,1.071157,-1.628286,0.516939,-1.623547,0.000317,-0.150778,-0.009400,0.622593,-0.890396,0.394792,-0.937706,-2.059046,6.141935,2.300410,6.904208
2.3110,-0.000561,0.444413,0.014324,1.077376,-1.637167,0.520867,-1.632899,0.000321,-0.150765,-0.009145,0.621452,-0.886291,0.391307,-0.933260,-2.071495,6.155591,2.311618,6.942133
2.3210,-0.000558,0.442906,0.014234,1.083585,-1.646008,0.524761,-1.642208,0.000324,-0.150753,-0.008900,0.620373,-0.882252,0.387862,-0.928895,-2.083964,6.168849,2.322877,6.979799
2.3310,-0.000555,0.441398,0.014146,1.089783,-1.654808,0.528621,-1.651473,0.000327,-0.150742,-0.008663,0.619352,-0.878277,0.384457,-0.924609,-2.096454,6.181710,2.334184,7.017206
2.3410,-0.000551,0.439891,0.014061,1.095971,-1.663570,0.532447,-1.660696,0.000329,-0.150730,-0.008436,0.618391,-0.874363,0.381090,-0.920399,-2.108964,6.194173,2.345538,7.054353
2.3510,-0.000548,0.438384,0.013978,1.102150,-1.672292,0.536240,-1.669877,0.000330,-0.150719,-0.008218,0.617489,-0.870507,0.377760,-0.916262,-2.121495,6.206238,2.356937,7.091242
2.3610,-0.000545,0.436877,0.013897,1.108320,-1.680976,0.539999,-1.679017,0.000330,-0.150708,-0.008010,0.616644,-0.866709,0.374467,-0.912197,-2.134045,6.217905,2.368379,7.127873
2.3710,-0.000541,0.435370,0.013818,1.114482,-1.689623,0.543726,-1.688117,0.000330,-0.150696,-0.007811,0.615856,-0.862965,0.371208,-0.908201,-2.146614,6.229175,2.379863,7.164246
2.3810,-0.000538,0.433863,0.013741,1.120637,-1.698232,0.547420,-1.697178,0.000330,-0.150685,-0.007620,0.615125,-0.859275,0.367983,-0.904273,-2.159201,6.240047,2.391387,7.200363
2.3910,-0.000535,0.432356,0.013666,1.126784,-1.706805,0.551083,-1.706199,0.000329,-0.150674,-0.007439,0.614449,-0.855636,0.364791,-0.900410,-2.171807,6.250521,2.402951,7.236223
2.4010,-0.000532,0.430849,0.013592,1.132925,-1.715341,0.554713,-1.715182,0.000328,-0.150662,-0.007265,0.613829,-0.852048,0.361629,-0.896611,-2.184431,6.260599,2.414552,7.271828
2.4110,-0.000528,0.429343,0.013520,1.139061,-1.723842,0.558312,-1.724128,0.000327,-0.150651,-0.007100,0.613263,-0.848510,0.358497,-0.892874,-2.197071,6.270280,2.426188,7.307180
2.4210,-0.000525,0.427836,0.013450,1.145190,-1.732308,0.561880,-1.733036,0.000325,-0.150640,-0.006943,0.612750,-0.845019,0.355393,-0.889199,-2.209728,6.279564,2.437860,7.342279
2.4310,-0.000522,0.426330,0.013382,1.151315,-1.740739,0.565417,-1.741908,0.000324,-0.150628,-0.006793,0.612291,-0.841575,0.352317,-0.885583,-2.222402,6.288452,2.449565,7.377125
2.4410,-0.000519,0.424824,0.013315,1.157436,-1.749136,0.568923,-1.750744,0.000322,-0.150617,-0.006651,0.611885,-0.838177,0.349266,-0.882025,-2.235090,6.296944,2.461303,7.411721
2.4510,-0.000515,0.423318,0.013249,1.163553,-1.757500,0.572399,-1.759545,0.000320,-0.150605,-0.006515,0.611531,-0.834824,0.346240,-0.878524,-2.247793,6.305041,2.473071,7.446067
2.4610,-0.000512,0.421812,0.013184,1.169666,-1.765830,0.575845,-1.768312,0.000317,-0.150594,-0.006386,0.611228,-0.831514,0.343236,-0.875079,-2.260510,6.312743,2.484869,7.480164
2.4710,-0.000509,0.420306,0.013121,1.175777,-1.774127,0.579261,-1.777044,0.000315,-0.150583,-0.006262,0.610976,-0.828248,0.340255,-0.871688,-2.273240,6.320049,2.496696,7.514013
2.4810,-0.000506,0.418800,0.013059,1.181886,-1.782391,0.582647,-1.785742,0.000313,-0.150572,-0.006145,0.610776,-0.825023,0.337294,-0.868351,-2.285982,6.326961,2.508550,7.547615
2.4910,-0.000503,0.417294,0.012998,1.187993,-1.790624,0.586004,-1.794408,0.000311,-0.150561,-0.006033,0.610625,-0.821840,0.334352,-0.865065,-2.298736,6.333479,2.520430,7.580971
2.5010,-0.000500,0.415789,0.012939,1.194098,-1.798825,0.589332,-1.803040,0.000308,-0.150550,-0.005926,0.610524,-0.818696,0.331428,-0.861831,-2.311501,6.339603,2.532335,7.614082
2.5110,-0.000497,0.414290,0.012880,1.200176,-1.806957,0.592615,-1.811602,0.000301,-0.148991,-0.005819,0.603962,-0.806651,0.324940,-0.849308,-2.389879,6.516774,2.613329,7.866062
2.5210,-0.000494,0.412820,0.012821,1.206136,-1.814898,0.595807,-1.819964,0.000291,-0.145028,-0.005932,0.588429,-0.782143,0.313958,-0.823749,-2.455744,6.659414,2.680776,8.074939
2.5310,-0.000491,0.411400,0.012760,1.211903,-1.822538,0.598871,-1.828012,0.000282,-0.139193,-0.006489,0.566119,-0.747866,0.300012,-0.788108,-2.510355,6.771332,2.735796,8.244803
